roll_number,question_paper_code,question_number,option_marked
10097,502,37,b
10097,502,38,d
10097,502,39,a
10097,502,40,e
10097,502,41,b
10097,502,42,d
10097,502,43,e
10097,502,44,e
10097,502,45,b
10097,502,46,b
10097,502,47,d
10097,502,48,d
10097,502,49,e
10097,502,50,d
10097,502,51,b
10097,502,52,d
10097,502,53,c
10097,502,54,d
10097,502,55,b
10097,502,56,c
10097,502,57,e
10097,502,58,a
10097,502,59,c
10097,502,60,e
10098,502,1,c
10098,502,2,b
10098,502,3,b
10098,502,4,a
10098,502,5,d
10098,502,6,e
10098,502,7,c
10098,502,8,e
10098,502,9,c
10098,502,10,b
10098,502,11,c
10098,502,12,c
10098,502,13,c
10098,502,14,d
10098,502,15,c
10098,502,16,d
10098,502,17,d
10098,502,18,c
10098,502,19,a
10098,502,20,b
10098,502,21,e
10098,502,22,a
10098,502,23,b
10098,502,24,a
10098,502,25,c
10098,502,26,d
10098,502,27,b
10098,502,28,a
10098,502,29,a
10098,502,30,c
10098,502,31,d
10098,502,32,e
10098,502,33,a
10098,502,34,b
10098,502,35,a
10098,502,36,a
10098,502,37,d
10098,502,38,a
10098,502,39,a
10098,502,40,e
10098,502,41,d
10098,502,42,e
10098,502,43,d
10098,502,44,b
10098,502,45,e
10098,502,46,b
10098,502,47,c
10098,502,48,a
10098,502,49,c
10098,502,50,a
10098,502,51,c
10098,502,52,a
10098,502,53,c
10098,502,54,e
10098,502,55,e
10098,502,56,d
10098,502,57,d
10098,502,58,c
10098,502,59,b
10098,502,60,a
10099,502,1,b
10099,502,2,d
10099,502,3,d
10099,502,4,c
10099,502,5,e
10099,502,6,b
10099,502,7,e
10099,502,8,a
10099,502,9,e
10099,502,10,d
10099,502,11,a
10099,502,12,a
10099,502,13,a
10099,502,14,a
10099,502,15,e
10099,502,16,e
10099,502,17,b
10099,502,18,a
10099,502,19,b
10099,502,20,c
10099,502,21,c
10099,502,22,c
10099,502,23,c
10099,502,24,d
10099,502,25,c
10099,502,26,a
10099,502,27,b
10099,502,28,c
10099,502,29,c
10099,502,30,c
10099,502,31,d
10099,502,32,e
10099,502,33,b
10099,502,34,a
10099,502,35,b
10099,502,36,b
10099,502,37,e
10099,502,38,e
10099,502,39,e
10099,502,40,b
10099,502,41,c
10099,502,42,a
10099,502,43,a
10099,502,44,a
10099,502,45,e
10099,502,46,e
10099,502,47,a
10099,502,48,e
10099,502,49,e
10099,502,50,c
10099,502,51,d
10099,502,52,b
10099,502,53,c
10099,502,54,a
10099,502,55,a
10099,502,56,c
10099,502,57,d
10099,502,58,a
10099,502,59,b
10099,502,60,c
10100,502,1,e
10100,502,2,e
10100,502,3,d
10100,502,4,c
10100,502,5,c
10100,502,6,a
10100,502,7,a
10100,502,8,b
10100,502,9,a
10100,502,10,b
10100,502,11,e
10100,502,12,e
10100,502,13,c
10100,502,14,c
10100,502,15,d
10100,502,16,d
10100,502,17,a
10100,502,18,c
10100,502,19,e
10100,502,20,d
10100,502,21,d
10100,502,22,b
10100,502,23,d
10100,502,24,e
10100,502,25,a
10100,502,26,b
10100,502,27,a
10100,502,28,d
10100,502,29,b
10100,502,30,e
10100,502,31,a
10100,502,32,b
10100,502,33,e
10100,502,34,e
10100,502,35,b
10100,502,36,d
10100,502,37,e
10100,502,38,c
10100,502,39,d
10100,502,40,d
10100,502,41,c
10100,502,42,b
10100,502,43,b
10100,502,44,c
10100,502,45,b
10100,502,46,a
10100,502,47,e
10100,502,48,e
10100,502,49,b
10100,502,50,b
10100,502,51,b
10100,502,52,d
10100,502,53,a
10100,502,54,a
10100,502,55,d
10100,502,56,d
10100,502,57,e
10100,502,58,a
10100,502,59,d
10100,502,60,c
10101,502,1,b
10101,502,2,a
10101,502,3,c
10101,502,4,b
10101,502,5,a
10101,502,6,b
10101,502,7,b
10101,502,8,a
10101,502,9,b
10101,502,10,c
10101,502,11,c
10101,502,12,e
10101,502,13,b
10101,502,14,a
10101,502,15,a
10101,502,16,d
10101,502,17,e
10101,502,18,b
10101,502,19,e
10101,502,20,e
10101,502,21,d
10101,502,22,b
10101,502,23,a
10101,502,24,d
10101,502,25,b
10101,502,26,a
10101,502,27,e
10101,502,28,a
10101,502,29,a
10101,502,30,b
10101,502,31,d
10101,502,32,d
10101,502,33,e
10101,502,34,c
10101,502,35,c
10101,502,36,e
10101,502,37,b
10101,502,38,a
10101,502,39,c
10101,502,40,d
10101,502,41,e
10101,502,42,e
10101,502,43,b
10101,502,44,c
10101,502,45,c
10101,502,46,c
10101,502,47,a
10101,502,48,c
10101,502,49,b
10101,502,50,c
10101,502,51,b
10101,502,52,e
10101,502,53,b
10101,502,54,a
10101,502,55,a
10101,502,56,b
10101,502,57,b
10101,502,58,c
10101,502,59,e
10101,502,60,b
10102,502,1,c
10102,502,2,b
10102,502,3,c
10102,502,4,c
10102,502,5,c
10102,502,6,a
10102,502,7,e
10102,502,8,b
10102,502,9,c
10102,502,10,e
10102,502,11,d
10102,502,12,b
10102,502,13,c
10102,502,14,a
10102,502,15,b
10102,502,16,e
10102,502,17,d
10102,502,18,a
10102,502,19,a
10102,502,20,c
10102,502,21,d
10102,502,22,a
10102,502,23,e
10102,502,24,b
10102,502,25,d
10102,502,26,e
10102,502,27,e
10102,502,28,a
10102,502,29,e
10102,502,30,d
10102,502,31,e
10102,502,32,c
10102,502,33,e
10102,502,34,d
10102,502,35,b
10102,502,36,c
10102,502,37,c
10102,502,38,e
10102,502,39,a
10102,502,40,c
10102,502,41,c
10102,502,42,d
10102,502,43,b
10102,502,44,e
10102,502,45,e
10102,502,46,a
10102,502,47,e
10102,502,48,a
10102,502,49,e
10102,502,50,a
10102,502,51,b
10102,502,52,c
10102,502,53,d
10102,502,54,a
10102,502,55,c
10102,502,56,b
10102,502,57,e
10102,502,58,b
10102,502,59,c
10102,502,60,b
10103,502,1,e
10103,502,2,d
10103,502,3,c
10103,502,4,e
10103,502,5,b
10103,502,6,a
10103,502,7,b
10103,502,8,d
10103,502,9,b
10103,502,10,e
10103,502,11,a
10103,502,12,d
10103,502,13,d
10103,502,14,c
10103,502,15,a
10103,502,16,c
10103,502,17,a
10103,502,18,a
10103,502,19,a
10103,502,20,b
10103,502,21,c
10103,502,22,b
10103,502,23,e
10103,502,24,e
10103,502,25,c
10103,502,26,a
10103,502,27,a
10103,502,28,b
10103,502,29,a
10103,502,30,d
10103,502,31,b
10103,502,32,c
10103,502,33,d
10103,502,34,c
10103,502,35,a
10103,502,36,c
10103,502,37,a
10103,502,38,e
10103,502,39,c
10103,502,40,d
10103,502,41,e
10103,502,42,e
10103,502,43,b
10103,502,44,c
10103,502,45,d
10103,502,46,a
10103,502,47,e
10103,502,48,c
10103,502,49,c
10103,502,50,b
10103,502,51,a
10103,502,52,d
10103,502,53,c
10103,502,54,a
10103,502,55,b
10103,502,56,e
10103,502,57,c
10103,502,58,b
10103,502,59,a
10103,502,60,d
10104,502,1,b
10104,502,2,b
10104,502,3,e
10104,502,4,c
10104,502,5,d
10104,502,6,d
10104,502,7,e
10104,502,8,e
10104,502,9,e
10104,502,10,b
10104,502,11,a
10104,502,12,e
10104,502,13,d
10104,502,14,b
10104,502,15,d
10104,502,16,e
10104,502,17,c
10104,502,18,c
10104,502,19,e
10104,502,20,e
10104,502,21,b
10104,502,22,a
10104,502,23,c
10104,502,24,c
10104,502,25,d
10104,502,26,b
10104,502,27,e
10104,502,28,a
10104,502,29,c
10104,502,30,b
10104,502,31,c
10104,502,32,c
10104,502,33,b
10104,502,34,b
10104,502,35,e
10104,502,36,e
10104,502,37,b
10104,502,38,d
10104,502,39,a
10104,502,40,d
10104,502,41,e
10104,502,42,a
10104,502,43,c
10104,502,44,c
10104,502,45,a
10104,502,46,e
10104,502,47,e
10104,502,48,a
10104,502,49,c
10104,502,50,a
10104,502,51,d
10104,502,52,b
10104,502,53,d
10104,502,54,b
10104,502,55,b
10104,502,56,b
10104,502,57,e
10104,502,58,d
10104,502,59,c
10104,502,60,b
10105,502,1,a
10105,502,2,a
10105,502,3,d
10105,502,4,b
10105,502,5,e
10105,502,6,d
10105,502,7,b
10105,502,8,a
10105,502,9,c
10105,502,10,b
10105,502,11,b
10105,502,12,d
10105,502,13,b
10105,502,14,d
10105,502,15,d
10105,502,16,c
10105,502,17,d
10105,502,18,b
10105,502,19,d
10105,502,20,e
10105,502,21,d
10105,502,22,d
10105,502,23,c
10105,502,24,c
10105,502,25,a
10105,502,26,d
10105,502,27,d
10105,502,28,a
10105,502,29,e
10105,502,30,e
10105,502,31,a
10105,502,32,b
10105,502,33,e
10105,502,34,a
10105,502,35,c
10105,502,36,b
10105,502,37,b
10105,502,38,a
10105,502,39,a
10105,502,40,e
10105,502,41,a
10105,502,42,e
10105,502,43,e
10105,502,44,c
10105,502,45,c
10105,502,46,c
10105,502,47,a
10105,502,48,c
10105,502,49,c
10105,502,50,d
10105,502,51,b
10105,502,52,a
10105,502,53,e
10105,502,54,a
10105,502,55,b
10105,502,56,b
10105,502,57,b
10105,502,58,a
10105,502,59,c
10105,502,60,a
10106,502,1,c
10106,502,2,c
10106,502,3,a
10106,502,4,e
10106,502,5,e
10106,502,6,e
10106,502,7,d
10106,502,8,c
10106,502,9,a
10106,502,10,d
10106,502,11,d
10106,502,12,b
10106,502,13,e
10106,502,14,a
10106,502,15,e
10106,502,16,b
10106,502,17,b
10106,502,18,b
10106,502,19,c
10106,502,20,d
10106,502,21,e
10106,502,22,b
10106,502,23,a
10106,502,24,a
10106,502,25,a
10106,502,26,d
10106,502,27,b
10106,502,28,a
10106,502,29,d
10106,502,30,e
10106,502,31,d
10106,502,32,d
10106,502,33,c
10106,502,34,d
10106,502,35,d
10106,502,36,b
10106,502,37,b
10106,502,38,c
10106,502,39,b
10106,502,40,b
10106,502,41,c
10106,502,42,a
10106,502,43,e
10106,502,44,c
10106,502,45,e
10106,502,46,a
10106,502,47,c
10106,502,48,b
10106,502,49,c
10106,502,50,a
10106,502,51,b
10106,502,52,a
10106,502,53,c
10106,502,54,e
10106,502,55,c
10106,502,56,c
10106,502,57,b
10106,502,58,d
10106,502,59,d
10106,502,60,d
10107,502,1,a
10107,502,2,e
10107,502,3,b
10107,502,4,c
10107,502,5,a
10107,502,6,e
10107,502,7,d
10107,502,8,d
10107,502,9,a
10107,502,10,b
10107,502,11,b
10107,502,12,e
10107,502,13,c
10107,502,14,a
10107,502,15,d
10107,502,16,c
10107,502,17,b
10107,502,18,d
10107,502,19,d
10107,502,20,a
10107,502,21,d
10107,502,22,d
10107,502,23,a
10107,502,24,c
10107,502,25,e
10107,502,26,d
10107,502,27,e
10107,502,28,a
10107,502,29,e
10107,502,30,b
10107,502,31,d
10107,502,32,c
10107,502,33,e
10107,502,34,d
10107,502,35,b
10107,502,36,b
10107,502,37,d
10107,502,38,e
10107,502,39,e
10107,502,40,e
10107,502,41,a
10107,502,42,c
10107,502,43,c
10107,502,44,a
10107,502,45,b
10107,502,46,e
10107,502,47,e
10107,502,48,a
10107,502,49,d
10107,502,50,b
10107,502,51,e
10107,502,52,d
10107,502,53,d
10107,502,54,e
10107,502,55,b
10107,502,56,b
10107,502,57,c
10107,502,58,c
10107,502,59,e
10107,502,60,a
10108,502,1,a
10108,502,2,d
10108,502,3,a
10108,502,4,a
10108,502,5,c
10108,502,6,a
10108,502,7,d
10108,502,8,d
10108,502,9,e
10108,502,10,a
10108,502,11,b
10108,502,12,e
10108,502,13,e
10108,502,14,e
10108,502,15,a
10108,502,16,a
10108,502,17,d
10108,502,18,d
10108,502,19,c
10108,502,20,c
10108,502,21,c
10108,502,22,d
10108,502,23,a
10108,502,24,d
10108,502,25,b
10108,502,26,e
10108,502,27,c
10108,502,28,b
10108,502,29,a
10108,502,30,c
10108,502,31,e
10108,502,32,a
10108,502,33,d
10108,502,34,b
10108,502,35,b
10108,502,36,d
10108,502,37,c
10108,502,38,b
10108,502,39,b
10108,502,40,e
10108,502,41,b
10108,502,42,a
10108,502,43,c
10108,502,44,b
10108,502,45,b
10108,502,46,d
10108,502,47,c
10108,502,48,c
10108,502,49,b
10108,502,50,a
10108,502,51,e
10108,502,52,b
10108,502,53,b
10108,502,54,c
10108,502,55,d
10108,502,56,e
10108,502,57,e
10108,502,58,d
10108,502,59,c
10108,502,60,e
10109,502,1,c
10109,502,2,d
10109,502,3,a
10109,502,4,d
10109,502,5,d
10109,502,6,a
10109,502,7,a
10109,502,8,e
10109,502,9,d
10109,502,10,d
10109,502,11,d
10109,502,12,c
10109,502,13,e
10109,502,14,d
10109,502,15,c
10109,502,16,a
10109,502,17,b
10109,502,18,a
10109,502,19,d
10109,502,20,d
10109,502,21,a
10109,502,22,d
10109,502,23,d
10109,502,24,e
10109,502,25,a
10109,502,26,c
10109,502,27,e
10109,502,28,b
10109,502,29,b
10109,502,30,c
10109,502,31,b
10109,502,32,b
10109,502,33,e
10109,502,34,c
10109,502,35,d
10109,502,36,d
10109,502,37,d
10109,502,38,c
10109,502,39,a
10109,502,40,a
10109,502,41,b
10109,502,42,b
10109,502,43,e
10109,502,44,a
10109,502,45,a
10109,502,46,c
10109,502,47,e
10109,502,48,e
10109,502,49,b
10109,502,50,e
10109,502,51,d
10109,502,52,e
10109,502,53,d
10109,502,54,c
10109,502,55,e
10109,502,56,e
10109,502,57,a
10109,502,58,d
10109,502,59,e
10109,502,60,e
10110,502,1,d
10110,502,2,e
10110,502,3,c
10110,502,4,d
10110,502,5,d
10110,502,6,b
10110,502,7,d
10110,502,8,a
10110,502,9,e
10110,502,10,d
10110,502,11,e
10110,502,12,e
10110,502,13,e
10110,502,14,a
10110,502,15,a
10110,502,16,b
10110,502,17,e
10110,502,18,d
10110,502,19,b
10110,502,20,a
10110,502,21,e
10110,502,22,e
10110,502,23,e
10110,502,24,a
10110,502,25,e
10110,502,26,a
10110,502,27,e
10110,502,28,a
10110,502,29,e
10110,502,30,a
10110,502,31,c
10110,502,32,e
10110,502,33,d
10110,502,34,c
10110,502,35,b
10110,502,36,a
10110,502,37,d
10110,502,38,c
10110,502,39,e
10110,502,40,c
10110,502,41,a
10110,502,42,b
10110,502,43,c
10110,502,44,c
10110,502,45,a
10110,502,46,b
10110,502,47,e
10110,502,48,b
10110,502,49,c
10110,502,50,c
10110,502,51,d
10110,502,52,b
10110,502,53,d
10110,502,54,a
10110,502,55,b
10110,502,56,e
10110,502,57,a
10110,502,58,e
10110,502,59,a
10110,502,60,a
10111,502,1,c
10111,502,2,c
10111,502,3,b
10111,502,4,a
10111,502,5,b
10111,502,6,b
10111,502,7,e
10111,502,8,b
10111,502,9,b
10111,502,10,b
10111,502,11,d
10111,502,12,b
10111,502,13,a
10111,502,14,d
10111,502,15,e
10111,502,16,e
10111,502,17,d
10111,502,18,e
10111,502,19,a
10111,502,20,d
10111,502,21,e
10111,502,22,a
10111,502,23,b
10111,502,24,b
10111,502,25,d
10111,502,26,a
10111,502,27,c
10111,502,28,e
10111,502,29,a
10111,502,30,a
10111,502,31,c
10111,502,32,d
10111,502,33,e
10111,502,34,b
10111,502,35,d
10111,502,36,c
10111,502,37,e
10111,502,38,c
10111,502,39,b
10111,502,40,c
10111,502,41,a
10111,502,42,d
10111,502,43,e
10111,502,44,a
10111,502,45,c
10111,502,46,d
10111,502,47,c
10111,502,48,a
10111,502,49,a
10111,502,50,b
10111,502,51,e
10111,502,52,d
10111,502,53,a
10111,502,54,d
10111,502,55,a
10111,502,56,b
10111,502,57,e
10111,502,58,d
10111,502,59,a
10111,502,60,e
10112,502,1,b
10112,502,2,a
10112,502,3,e
10112,502,4,d
10112,502,5,d
10112,502,6,d
10112,502,7,c
10112,502,8,e
10112,502,9,a
10112,502,10,d
10112,502,11,a
10112,502,12,a
10112,502,13,d
10112,502,14,b
10112,502,15,e
10112,502,16,b
10112,502,17,c
10112,502,18,d
10112,502,19,c
10112,502,20,c
10112,502,21,a
10112,502,22,e
10112,502,23,d
10112,502,24,a
10112,502,25,e
10112,502,26,b
10112,502,27,c
10112,502,28,b
10112,502,29,b
10112,502,30,c
10112,502,31,c
10112,502,32,a
10112,502,33,d
10112,502,34,e
10112,502,35,e
10112,502,36,c
10112,502,37,b
10112,502,38,a
10112,502,39,a
10112,502,40,d
10112,502,41,c
10112,502,42,e
10112,502,43,b
10112,502,44,a
10112,502,45,b
10112,502,46,e
10112,502,47,d
10112,502,48,c
10112,502,49,b
10112,502,50,a
10112,502,51,a
10112,502,52,e
10112,502,53,d
10112,502,54,b
10112,502,55,b
10112,502,56,d
10112,502,57,b
10112,502,58,e
10112,502,59,c
10112,502,60,d
10113,502,1,e
10113,502,2,c
10113,502,3,a
10113,502,4,e
10113,502,5,b
10113,502,6,e
10113,502,7,a
10113,502,8,d
10113,502,9,b
10113,502,10,a
10113,502,11,e
10113,502,12,d
10113,502,13,e
10113,502,14,d
10113,502,15,b
10113,502,16,b
10113,502,17,b
10113,502,18,d
10113,502,19,b
10113,502,20,a
10113,502,21,b
10113,502,22,c
10113,502,23,d
10113,502,24,b
10113,502,25,c
10113,502,26,a
10113,502,27,b
10113,502,28,e
10113,502,29,a
10113,502,30,b
10113,502,31,a
10113,502,32,b
10113,502,33,b
10113,502,34,e
10113,502,35,b
10113,502,36,b
10113,502,37,d
10113,502,38,b
10113,502,39,b
10113,502,40,a
10113,502,41,b
10113,502,42,b
10113,502,43,d
10113,502,44,c
10113,502,45,e
10113,502,46,d
10113,502,47,e
10113,502,48,e
10113,502,49,e
10113,502,50,c
10113,502,51,e
10113,502,52,a
10113,502,53,e
10113,502,54,c
10113,502,55,c
10113,502,56,d
10113,502,57,e
10113,502,58,b
10113,502,59,d
10113,502,60,d
10114,502,1,d
10114,502,2,e
10114,502,3,c
10114,502,4,e
10114,502,5,e
10114,502,6,c
10114,502,7,b
10114,502,8,a
10114,502,9,c
10114,502,10,a
10114,502,11,d
10114,502,12,c
10114,502,13,a
10114,502,14,b
10114,502,15,c
10114,502,16,b
10114,502,17,e
10114,502,18,d
10114,502,19,e
10114,502,20,d
10114,502,21,d
10114,502,22,e
10114,502,23,d
10114,502,24,d
10114,502,25,e
10114,502,26,a
10114,502,27,e
10114,502,28,a
10114,502,29,d
10114,502,30,d
10114,502,31,d
10114,502,32,d
10114,502,33,c
10114,502,34,c
10114,502,35,b
10114,502,36,c
10114,502,37,a
10114,502,38,b
10114,502,39,c
10114,502,40,e
10114,502,41,c
10114,502,42,e
10114,502,43,c
10114,502,44,d
10114,502,45,d
10114,502,46,c
10114,502,47,c
10114,502,48,b
10114,502,49,a
10114,502,50,c
10114,502,51,d
10114,502,52,a
10114,502,53,c
10114,502,54,b
10114,502,55,e
10114,502,56,d
10114,502,57,b
10114,502,58,b
10114,502,59,e
10114,502,60,c
10115,502,1,a
10115,502,2,d
10115,502,3,e
10115,502,4,e
10115,502,5,e
10115,502,6,a
10115,502,7,a
10115,502,8,e
10115,502,9,b
10115,502,10,a
10115,502,11,a
10115,502,12,d
10115,502,13,e
10115,502,14,e
10115,502,15,c
10115,502,16,a
10115,502,17,c
10115,502,18,a
10115,502,19,a
10115,502,20,c
10115,502,21,c
10115,502,22,c
10115,502,23,c
10115,502,24,c
10115,502,25,e
10115,502,26,b
10115,502,27,c
10115,502,28,c
10115,502,29,b
10115,502,30,b
10115,502,31,e
10115,502,32,c
10115,502,33,d
10115,502,34,c
10115,502,35,d
10115,502,36,a
10115,502,37,e
10115,502,38,a
10115,502,39,b
10115,502,40,e
10115,502,41,e
10115,502,42,e
10115,502,43,d
10115,502,44,c
10115,502,45,c
10115,502,46,a
10115,502,47,c
10115,502,48,a
10115,502,49,d
10115,502,50,a
10115,502,51,a
10115,502,52,a
10115,502,53,c
10115,502,54,a
10115,502,55,b
10115,502,56,e
10115,502,57,a
10115,502,58,b
10115,502,59,c
10115,502,60,c
10116,502,1,d
10116,502,2,c
10116,502,3,d
10116,502,4,a
10116,502,5,d
10116,502,6,c
10116,502,7,c
10116,502,8,a
10116,502,9,d
10116,502,10,c
10116,502,11,e
10116,502,12,e
10116,502,13,d
10116,502,14,a
10116,502,15,d
10116,502,16,d
10116,502,17,a
10116,502,18,e
10116,502,19,c
10116,502,20,c
10116,502,21,b
10116,502,22,b
10116,502,23,c
10116,502,24,c
10116,502,25,a
10116,502,26,a
10116,502,27,e
10116,502,28,a
10116,502,29,e
10116,502,30,a
10116,502,31,d
10116,502,32,a
10116,502,33,a
10116,502,34,b
10116,502,35,d
10116,502,36,a
10116,502,37,e
10116,502,38,d
10116,502,39,d
10116,502,40,e
10116,502,41,d
10116,502,42,a
10116,502,43,e
10116,502,44,a
10116,502,45,e
10116,502,46,b
10116,502,47,b
10116,502,48,c
10116,502,49,a
10116,502,50,e
10116,502,51,e
10116,502,52,d
10116,502,53,c
10116,502,54,c
10116,502,55,a
10116,502,56,c
10116,502,57,c
10116,502,58,e
10116,502,59,e
10116,502,60,d
10117,502,1,c
10117,502,2,c
10117,502,3,a
10117,502,4,d
10117,502,5,e
10117,502,6,d
10117,502,7,d
10117,502,8,d
10117,502,9,a
10117,502,10,c
10117,502,11,e
10117,502,12,b
10117,502,13,b
10117,502,14,b
10117,502,15,c
10117,502,16,b
10117,502,17,d
10117,502,18,c
10117,502,19,a
10117,502,20,c
10117,502,21,c
10117,502,22,a
10117,502,23,c
10117,502,24,a
10117,502,25,a
10117,502,26,d
10117,502,27,d
10117,502,28,e
10117,502,29,c
10117,502,30,b
10117,502,31,b
10117,502,32,a
10117,502,33,d
10117,502,34,e
10117,502,35,a
10117,502,36,a
10117,502,37,a
10117,502,38,e
10117,502,39,e
10117,502,40,e
10117,502,41,e
10117,502,42,a
10117,502,43,a
10117,502,44,a
10117,502,45,c
10117,502,46,e
10117,502,47,a
10117,502,48,e
10117,502,49,a
10117,502,50,a
10117,502,51,b
10117,502,52,b
10117,502,53,b
10117,502,54,c
10117,502,55,b
10117,502,56,e
10117,502,57,b
10117,502,58,a
10117,502,59,c
10117,502,60,e
10118,502,1,a
10118,502,2,a
10118,502,3,d
10118,502,4,b
10118,502,5,a
10118,502,6,a
10118,502,7,b
10118,502,8,d
10118,502,9,c
10118,502,10,c
10118,502,11,b
10118,502,12,e
10118,502,13,e
10118,502,14,b
10118,502,15,c
10118,502,16,c
10118,502,17,d
10118,502,18,b
10118,502,19,b
10118,502,20,c
10118,502,21,a
10118,502,22,e
10118,502,23,c
10118,502,24,c
10118,502,25,e
10118,502,26,d
10118,502,27,a
10118,502,28,c
10118,502,29,c
10118,502,30,a
10118,502,31,c
10118,502,32,c
10118,502,33,c
10118,502,34,c
10118,502,35,c
10118,502,36,b
10118,502,37,b
10118,502,38,a
10118,502,39,e
10118,502,40,e
10118,502,41,d
10118,502,42,c
10118,502,43,e
10118,502,44,c
10118,502,45,b
10118,502,46,a
10118,502,47,e
10118,502,48,e
10118,502,49,e
10118,502,50,d
10118,502,51,a
10118,502,52,e
10118,502,53,b
10118,502,54,a
10118,502,55,a
10118,502,56,b
10118,502,57,b
10118,502,58,d
10118,502,59,a
10118,502,60,e
10119,502,1,c
10119,502,2,d
10119,502,3,c
10119,502,4,a
10119,502,5,c
10119,502,6,d
10119,502,7,c
10119,502,8,a
10119,502,9,a
10119,502,10,c
10119,502,11,e
10119,502,12,e
10119,502,13,e
10119,502,14,a
10119,502,15,d
10119,502,16,c
10119,502,17,a
10119,502,18,d
10119,502,19,d
10119,502,20,b
10119,502,21,a
10119,502,22,e
10119,502,23,b
10119,502,24,e
10119,502,25,a
10119,502,26,c
10119,502,27,c
10119,502,28,c
10119,502,29,a
10119,502,30,e
10119,502,31,b
10119,502,32,c
10119,502,33,c
10119,502,34,b
10119,502,35,c
10119,502,36,e
10119,502,37,b
10119,502,38,c
10119,502,39,b
10119,502,40,c
10119,502,41,c
10119,502,42,a
10119,502,43,a
10119,502,44,a
10119,502,45,d
10119,502,46,d
10119,502,47,e
10119,502,48,b
10119,502,49,a
10119,502,50,a
10119,502,51,e
10119,502,52,d
10119,502,53,e
10119,502,54,b
10119,502,55,b
10119,502,56,b
10119,502,57,a
10119,502,58,b
10119,502,59,d
10119,502,60,c
10120,502,1,c
10120,502,2,a
10120,502,3,d
10120,502,4,e
10120,502,5,d
10120,502,6,e
10120,502,7,e
10120,502,8,e
10120,502,9,a
10120,502,10,a
10120,502,11,b
10120,502,12,d
10120,502,13,b
10120,502,14,e
10120,502,15,d
10120,502,16,a
10120,502,17,e
10120,502,18,b
10120,502,19,c
10120,502,20,a
10120,502,21,e
10120,502,22,c
10120,502,23,d
10120,502,24,e
10120,502,25,e
10120,502,26,c
10120,502,27,b
10120,502,28,a
10120,502,29,b
10120,502,30,a
10120,502,31,b
10120,502,32,c
10120,502,33,b
10120,502,34,e
10120,502,35,d
10120,502,36,a
10120,502,37,b
10120,502,38,d
10120,502,39,c
10120,502,40,e
10120,502,41,e
10120,502,42,d
10120,502,43,c
10120,502,44,c
10120,502,45,a
10120,502,46,e
10120,502,47,b
10120,502,48,d
10120,502,49,c
10120,502,50,e
10120,502,51,e
10120,502,52,c
10120,502,53,e
10120,502,54,b
10120,502,55,b
10120,502,56,c
10120,502,57,c
10120,502,58,c
10120,502,59,d
10120,502,60,a
10121,502,1,a
10121,502,2,a
10121,502,3,c
10121,502,4,c
10121,502,5,a
10121,502,6,b
10121,502,7,e
10121,502,8,e
10121,502,9,c
10121,502,10,b
10121,502,11,c
10121,502,12,d
10121,502,13,b
10121,502,14,a
10121,502,15,b
10121,502,16,d
10121,502,17,b
10121,502,18,a
10121,502,19,a
10121,502,20,c
10121,502,21,e
10121,502,22,e
10121,502,23,c
10121,502,24,c
10121,502,25,b
10121,502,26,e
10121,502,27,c
10121,502,28,b
10121,502,29,a
10121,502,30,a
10121,502,31,b
10121,502,32,e
10121,502,33,b
10121,502,34,b
10121,502,35,c
10121,502,36,a
10121,502,37,e
10121,502,38,c
10121,502,39,b
10121,502,40,d
10121,502,41,b
10121,502,42,b
10121,502,43,a
10121,502,44,b
10121,502,45,b
10121,502,46,a
10121,502,47,b
10121,502,48,c
10121,502,49,e
10121,502,50,c
10121,502,51,d
10121,502,52,e
10121,502,53,d
10121,502,54,b
10121,502,55,c
10121,502,56,a
10121,502,57,d
10121,502,58,b
10121,502,59,b
10121,502,60,a
10122,502,1,e
10122,502,2,e
10122,502,3,c
10122,502,4,b
10122,502,5,a
10122,502,6,b
10122,502,7,a
10122,502,8,c
10122,502,9,c
10122,502,10,a
10122,502,11,d
10122,502,12,d
10122,502,13,d
10122,502,14,b
10122,502,15,d
10122,502,16,d
10122,502,17,e
10122,502,18,d
10122,502,19,b
10122,502,20,c
10122,502,21,a
10122,502,22,a
10122,502,23,d
10122,502,24,b
10122,502,25,d
10122,502,26,e
10122,502,27,b
10122,502,28,b
10122,502,29,b
10122,502,30,d
10122,502,31,b
10122,502,32,c
10122,502,33,d
10122,502,34,c
10122,502,35,e
10122,502,36,d
10122,502,37,c
10122,502,38,c
10122,502,39,d
10122,502,40,c
10122,502,41,d
10122,502,42,a
10122,502,43,c
10122,502,44,b
10122,502,45,e
10122,502,46,d
10122,502,47,e
10122,502,48,c
10122,502,49,a
10122,502,50,b
10122,502,51,a
10122,502,52,e
10122,502,53,b
10122,502,54,d
10122,502,55,d
10122,502,56,c
10122,502,57,d
10122,502,58,a
10122,502,59,c
10122,502,60,d
10123,502,1,c
10123,502,2,e
10123,502,3,d
10123,502,4,b
10123,502,5,d
10123,502,6,a
10123,502,7,d
10123,502,8,c
10123,502,9,c
10123,502,10,e
10123,502,11,b
10123,502,12,b
10123,502,13,b
10123,502,14,e
10123,502,15,a
10123,502,16,c
10123,502,17,b
10123,502,18,c
10123,502,19,c
10123,502,20,a
10123,502,21,a
10123,502,22,d
10123,502,23,c
10123,502,24,c
10123,502,25,b
10123,502,26,e
10123,502,27,a
10123,502,28,b
10123,502,29,e
